 16.00   24.00   16.00
 24.00   24.00   16.00
 32.00   24.00   16.00
 40.00   24.00   16.00
 48.00   24.00   16.00
 56.00   24.00   16.00
 64.00   24.00   16.00
 72.00   24.00   16.00
 80.00   24.00   16.00
 88.00   24.00   16.00
 96.00   24.00   16.00
 104.00   24.00   16.00
 112.00   24.00   16.00
 16.00   24.00   24.00
 24.00   24.00   24.00
 32.00   24.00   24.00
 40.00   24.00   24.00
 48.00   24.00   24.00
 56.00   24.00   24.00
 64.00   24.00   24.00
 72.00   24.00   24.00
 80.00   24.00   24.00
 88.00   24.00   24.00
 96.00   24.00   24.00
 104.00   24.00   24.00
 112.00   24.00   24.00
 16.00   24.00   32.00
 24.00   24.00   32.00
 32.00   24.00   32.00
 40.00   24.00   32.00
 48.00   24.00   32.00
 56.00   24.00   32.00
 64.00   24.00   32.00
 72.00   24.00   32.00
 80.00   24.00   32.00
 88.00   24.00   32.00
 96.00   24.00   32.00
 104.00   24.00   32.00
 112.00   24.00   32.00
 16.00   24.00   40.00
 24.00   24.00   40.00
 32.00   24.00   40.00
 40.00   24.00   40.00
 48.00   24.00   40.00
 56.00   24.00   40.00
 64.00   24.00   40.00
 72.00   24.00   40.00
 80.00   24.00   40.00
 88.00   24.00   40.00
 96.00   24.00   40.00
 104.00   24.00   40.00
 112.00   24.00   40.00
 16.00   24.00   48.00
 24.00   24.00   48.00
 32.00   24.00   48.00
 40.00   24.00   48.00
 48.00   24.00   48.00
 56.00   24.00   48.00
 64.00   24.00   48.00
 72.00   24.00   48.00
 80.00   24.00   48.00
 88.00   24.00   48.00
 96.00   24.00   48.00
 104.00   24.00   48.00
 112.00   24.00   48.00
 16.00   24.00   56.00
 24.00   24.00   56.00
 32.00   24.00   56.00
 40.00   24.00   56.00
 48.00   24.00   56.00
 56.00   24.00   56.00
 64.00   24.00   56.00
 72.00   24.00   56.00
 80.00   24.00   56.00
 88.00   24.00   56.00
 96.00   24.00   56.00
 104.00   24.00   56.00
 112.00   24.00   56.00
 16.00   24.00   64.00
 24.00   24.00   64.00
 32.00   24.00   64.00
 40.00   24.00   64.00
 48.00   24.00   64.00
 56.00   24.00   64.00
 64.00   24.00   64.00
 72.00   24.00   64.00
 80.00   24.00   64.00
 88.00   24.00   64.00
 96.00   24.00   64.00
 104.00   24.00   64.00
 112.00   24.00   64.00
 16.00   24.00   72.00
 24.00   24.00   72.00
 32.00   24.00   72.00
 40.00   24.00   72.00
 48.00   24.00   72.00
 56.00   24.00   72.00
 64.00   24.00   72.00
 72.00   24.00   72.00
 80.00   24.00   72.00
 88.00   24.00   72.00
 96.00   24.00   72.00
 104.00   24.00   72.00
 112.00   24.00   72.00
 16.00   24.00   80.00
 24.00   24.00   80.00
 32.00   24.00   80.00
 40.00   24.00   80.00
 48.00   24.00   80.00
 56.00   24.00   80.00
 64.00   24.00   80.00
 72.00   24.00   80.00
 80.00   24.00   80.00
 88.00   24.00   80.00
 96.00   24.00   80.00
 104.00   24.00   80.00
 112.00   24.00   80.00
 16.00   24.00   88.00
 24.00   24.00   88.00
 32.00   24.00   88.00
 40.00   24.00   88.00
 48.00   24.00   88.00
 56.00   24.00   88.00
 64.00   24.00   88.00
 72.00   24.00   88.00
 80.00   24.00   88.00
 88.00   24.00   88.00
 96.00   24.00   88.00
 104.00   24.00   88.00
 112.00   24.00   88.00
 16.00   24.00   96.00
 24.00   24.00   96.00
 32.00   24.00   96.00
 40.00   24.00   96.00
 48.00   24.00   96.00
 56.00   24.00   96.00
 64.00   24.00   96.00
 72.00   24.00   96.00
 80.00   24.00   96.00
 88.00   24.00   96.00
 96.00   24.00   96.00
 104.00   24.00   96.00
 112.00   24.00   96.00
 16.00   24.00   104.00
 24.00   24.00   104.00
 32.00   24.00   104.00
 40.00   24.00   104.00
 48.00   24.00   104.00
 56.00   24.00   104.00
 64.00   24.00   104.00
 72.00   24.00   104.00
 80.00   24.00   104.00
 88.00   24.00   104.00
 96.00   24.00   104.00
 104.00   24.00   104.00
 112.00   24.00   104.00
 16.00   24.00   112.00
 24.00   24.00   112.00
 32.00   24.00   112.00
 40.00   24.00   112.00
 48.00   24.00   112.00
 56.00   24.00   112.00
 64.00   24.00   112.00
 72.00   24.00   112.00
 80.00   24.00   112.00
 88.00   24.00   112.00
 96.00   24.00   112.00
 104.00   24.00   112.00
 112.00   24.00   112.00
#
#(comment line is indicated by # or % as first character)
#
# Parameters for each receiver postiton (one receiver per line):
#
#       XSRC            YSRC            ZSRC
#
# Symbols: 
# XSRC= x-coordinate of source point [meter]
# YSRC= y-coordinate of source point [meter] (vertical)
# ZSRC= z-coordinate of source point [meter] 
